subtype,question,structured,correct_answer
coding_decoding,"If MAP is coded as PDS, how is KEY coded?",MAP->PDS;KEY->?,NHB
syllogism,Statement 1: All birds are mammals. Statement 2: All mammals are cars. Conclusion: All birds are cars. Is the conclusion valid?,All birds are mammals|All mammals are cars|All birds are cars,valid
blood_relation,Divya is Nikhil's mother. Nikhil is Vikram's mother. How is Divya related to Vikram?,Divya|mother|Nikhil;Nikhil|mother|Vikram,grandmother
direction_sense,"Vikram walks 6km west, then 8km west, then 6km north. How far is Vikram from the starting point?",6km west;8km west;6km north,15.23
coding_decoding,"If DOG is coded as FQI, how is TOP coded?",DOG->FQI;TOP->?,VQR
syllogism,Statement 1: Some foods are birds. Statement 2: All birds are cars. Conclusion: Some foods are cars. Is the conclusion valid?,Some foods are birds|All birds are cars|Some foods are cars,valid
blood_relation,Meera is Nikhil's father. Nikhil is Pooja's mother. How is Meera related to Pooja?,Meera|father|Nikhil;Nikhil|mother|Pooja,grandfather
direction_sense,"Sneha walks 10km north, then 4km east, then 9km west. How far is Sneha from the starting point?",10km north;4km east;9km west,11.18
coding_decoding,"If PEN is coded as RGP, how is BOX coded?",PEN->RGP;BOX->?,DQZ
syllogism,Statement 1: Some cars are fruits. Statement 2: All fruits are cats. Conclusion: Some cars are cats. Is the conclusion valid?,Some cars are fruits|All fruits are cats|Some cars are cats,valid
blood_relation,Kavya is Divya's son. Divya is Priya's daughter. How is Kavya related to Priya?,Kavya|son|Divya;Divya|daughter|Priya,grandson
direction_sense,"Arjun walks 9km south, then 4km west. How far is Arjun from the starting point?",9km south;4km west,9.85
coding_decoding,"If SUN is coded as TVO, how is LOG coded?",SUN->TVO;LOG->?,MPH
syllogism,Statement 1: All fruits are cats. Statement 2: All cats are mammals. Conclusion: All fruits are mammals. Is the conclusion valid?,All fruits are cats|All cats are mammals|All fruits are mammals,valid
blood_relation,Priya is Suresh's daughter. Suresh is Kavya's daughter. How is Priya related to Kavya?,Priya|daughter|Suresh;Suresh|daughter|Kavya,granddaughter
direction_sense,"Sneha walks 10km south, then 7km north. How far is Sneha from the starting point?",10km south;7km north,3.0
coding_decoding,"If SUN is coded as XZS, how is COW coded?",SUN->XZS;COW->?,HTB
syllogism,Statement 1: Some cars are plants. Statement 2: Some plants are dogs. Conclusion: Some cars are dogs. Is the conclusion valid?,Some cars are plants|Some plants are dogs|Some cars are dogs,invalid
blood_relation,Sneha is Kavya's son. Kavya is Vikram's daughter. How is Sneha related to Vikram?,Sneha|son|Kavya;Kavya|daughter|Vikram,grandson
direction_sense,"Suresh walks 7km west, then 3km west, then 6km north. How far is Suresh from the starting point?",7km west;3km west;6km north,11.66
coding_decoding,"If FAN is coded as GBO, how is BAT coded?",FAN->GBO;BAT->?,CBU
syllogism,Statement 1: Some pets are plants. Statement 2: Some plants are cars. Conclusion: Some pets are cars. Is the conclusion valid?,Some pets are plants|Some plants are cars|Some pets are cars,invalid
blood_relation,Riya is Manoj's son. Manoj is Sneha's daughter. How is Riya related to Sneha?,Riya|son|Manoj;Manoj|daughter|Sneha,grandson
direction_sense,"Arjun walks 4km east, then 3km north. How far is Arjun from the starting point?",4km east;3km north,5.0
coding_decoding,"If PEN is coded as SHQ, how is KEY coded?",PEN->SHQ;KEY->?,NHB
syllogism,Statement 1: All animals are cars. Statement 2: All cars are flowers. Conclusion: All animals are flowers. Is the conclusion valid?,All animals are cars|All cars are flowers|All animals are flowers,valid
blood_relation,Vikram is Meera's daughter. Meera is Anjali's son. How is Vikram related to Anjali?,Vikram|daughter|Meera;Meera|son|Anjali,granddaughter
direction_sense,"Anjali walks 9km east, then 9km south. How far is Anjali from the starting point?",9km east;9km south,12.73
coding_decoding,"If FAN is coded as HCP, how is LOG coded?",FAN->HCP;LOG->?,NQI
syllogism,Statement 1: Some dogs are cats. Statement 2: All cats are flowers. Conclusion: Some dogs are flowers. Is the conclusion valid?,Some dogs are cats|All cats are flowers|Some dogs are flowers,valid
blood_relation,Divya is Riya's father. Riya is Arjun's mother. How is Divya related to Arjun?,Divya|father|Riya;Riya|mother|Arjun,grandfather
direction_sense,"Karan walks 5km south, then 5km west, then 9km west. How far is Karan from the starting point?",5km south;5km west;9km west,14.87
coding_decoding,"If SUN is coded as WYR, how is TOP coded?",SUN->WYR;TOP->?,XST
syllogism,Statement 1: No plants are fruits. Statement 2: Some fruits are birds. Conclusion: Some birds are not plants. Is the conclusion valid?,No plants are fruits|Some fruits are birds|Some birds are not plants,valid
blood_relation,Anjali is Manoj's mother. Manoj is Amit's mother. How is Anjali related to Amit?,Anjali|mother|Manoj;Manoj|mother|Amit,grandmother
direction_sense,"Amit walks 4km west, then 2km south, then 5km south. How far is Amit from the starting point?",4km west;2km south;5km south,8.06
coding_decoding,"If PEN is coded as RGP, how is COW coded?",PEN->RGP;COW->?,EQY
syllogism,Statement 1: All pets are dogs. Statement 2: No dogs are animals. Conclusion: No pets are animals. Is the conclusion valid?,All pets are dogs|No dogs are animals|No pets are animals,valid
blood_relation,Amit is Karan's mother. Karan is Rohit's mother. How is Amit related to Rohit?,Amit|mother|Karan;Karan|mother|Rohit,grandmother
direction_sense,"Riya walks 10km west, then 5km east, then 10km south. How far is Riya from the starting point?",10km west;5km east;10km south,11.18
coding_decoding,"If PEN is coded as TIR, how is BAT coded?",PEN->TIR;BAT->?,FEX
syllogism,Statement 1: All dogs are plants. Statement 2: All plants are cars. Conclusion: All dogs are cars. Is the conclusion valid?,All dogs are plants|All plants are cars|All dogs are cars,valid
blood_relation,Sneha is Vikram's daughter. Vikram is Riya's daughter. How is Sneha related to Riya?,Sneha|daughter|Vikram;Vikram|daughter|Riya,granddaughter
direction_sense,"Sneha walks 2km north, then 4km north. How far is Sneha from the starting point?",2km north;4km north,6.0
coding_decoding,"If MAP is coded as RFU, how is BOX coded?",MAP->RFU;BOX->?,GTC
syllogism,Statement 1: Some pets are foods. Statement 2: Some foods are fruits. Conclusion: Some pets are fruits. Is the conclusion valid?,Some pets are foods|Some foods are fruits|Some pets are fruits,invalid
blood_relation,Amit is Priya's father. Priya is Anjali's father. How is Amit related to Anjali?,Amit|father|Priya;Priya|father|Anjali,grandfather
direction_sense,"Vikram walks 2km north, then 5km north, then 4km north. How far is Vikram from the starting point?",2km north;5km north;4km north,11.0
coding_decoding,"If CUP is coded as HZU, how is BOX coded?",CUP->HZU;BOX->?,GTC
syllogism,Statement 1: No animals are dogs. Statement 2: Some dogs are flowers. Conclusion: Some flowers are not animals. Is the conclusion valid?,No animals are dogs|Some dogs are flowers|Some flowers are not animals,valid
blood_relation,Nikhil is Amit's daughter. Amit is Priya's daughter. How is Nikhil related to Priya?,Nikhil|daughter|Amit;Amit|daughter|Priya,granddaughter
direction_sense,"Vikram walks 5km south, then 10km south. How far is Vikram from the starting point?",5km south;10km south,15.0
coding_decoding,"If BAT is coded as CBU, how is KEY coded?",BAT->CBU;KEY->?,LFZ
syllogism,Statement 1: All foods are cats. Statement 2: All cats are fruits. Conclusion: All foods are fruits. Is the conclusion valid?,All foods are cats|All cats are fruits|All foods are fruits,valid
blood_relation,Riya is Arjun's father. Arjun is Priya's father. How is Riya related to Priya?,Riya|father|Arjun;Arjun|father|Priya,grandfather
direction_sense,"Manoj walks 4km north, then 8km west, then 7km north. How far is Manoj from the starting point?",4km north;8km west;7km north,13.6
coding_decoding,"If FAN is coded as KFS, how is KEY coded?",FAN->KFS;KEY->?,PJD
syllogism,Statement 1: No mammals are cats. Statement 2: Some cats are cars. Conclusion: Some cars are not mammals. Is the conclusion valid?,No mammals are cats|Some cats are cars|Some cars are not mammals,valid
blood_relation,Divya is Amit's father. Amit is Manoj's father. How is Divya related to Manoj?,Divya|father|Amit;Amit|father|Manoj,grandfather
direction_sense,"Manoj walks 4km west, then 2km east, then 3km south. How far is Manoj from the starting point?",4km west;2km east;3km south,3.61
coding_decoding,"If DOG is coded as GRJ, how is BOX coded?",DOG->GRJ;BOX->?,ERA
syllogism,Statement 1: No plants are flowers. Statement 2: Some flowers are cats. Conclusion: Some cats are not plants. Is the conclusion valid?,No plants are flowers|Some flowers are cats|Some cats are not plants,valid
blood_relation,Anjali is Meera's father. Meera is Divya's mother. How is Anjali related to Divya?,Anjali|father|Meera;Meera|mother|Divya,grandfather
direction_sense,"Suresh walks 9km south, then 2km west, then 7km west. How far is Suresh from the starting point?",9km south;2km west;7km west,12.73
coding_decoding,"If BAT is coded as GFY, how is COW coded?",BAT->GFY;COW->?,HTB
syllogism,Statement 1: All flowers are foods. Statement 2: All foods are pets. Conclusion: All flowers are pets. Is the conclusion valid?,All flowers are foods|All foods are pets|All flowers are pets,valid
blood_relation,Pooja is Divya's daughter. Divya is Arjun's son. How is Pooja related to Arjun?,Pooja|daughter|Divya;Divya|son|Arjun,granddaughter
direction_sense,"Meera walks 8km west, then 7km south. How far is Meera from the starting point?",8km west;7km south,10.63
coding_decoding,"If MAP is coded as PDS, how is BAT coded?",MAP->PDS;BAT->?,EDW
syllogism,Statement 1: Some foods are mammals. Statement 2: Some mammals are pets. Conclusion: Some foods are pets. Is the conclusion valid?,Some foods are mammals|Some mammals are pets|Some foods are pets,invalid
blood_relation,Arjun is Pooja's daughter. Pooja is Amit's daughter. How is Arjun related to Amit?,Arjun|daughter|Pooja;Pooja|daughter|Amit,granddaughter
direction_sense,"Vikram walks 2km east, then 4km east. How far is Vikram from the starting point?",2km east;4km east,6.0
coding_decoding,"If DOG is coded as EPH, how is LOG coded?",DOG->EPH;LOG->?,MPH
syllogism,Statement 1: All pets are foods. Statement 2: No foods are flowers. Conclusion: No pets are flowers. Is the conclusion valid?,All pets are foods|No foods are flowers|No pets are flowers,valid
blood_relation,Pooja is Meera's son. Meera is Kavya's son. How is Pooja related to Kavya?,Pooja|son|Meera;Meera|son|Kavya,grandson
direction_sense,"Kavya walks 9km west, then 10km north, then 3km west. How far is Kavya from the starting point?",9km west;10km north;3km west,15.62
coding_decoding,"If SUN is coded as WYR, how is LOG coded?",SUN->WYR;LOG->?,PSK
syllogism,Statement 1: Some foods are pets. Statement 2: All pets are fruits. Conclusion: Some foods are fruits. Is the conclusion valid?,Some foods are pets|All pets are fruits|Some foods are fruits,valid
blood_relation,Meera is Priya's son. Priya is Kavya's son. How is Meera related to Kavya?,Meera|son|Priya;Priya|son|Kavya,grandson
direction_sense,"Suresh walks 8km east, then 6km south. How far is Suresh from the starting point?",8km east;6km south,10.0
coding_decoding,"If DOG is coded as HSK, how is LOG coded?",DOG->HSK;LOG->?,PSK
syllogism,Statement 1: All pets are foods. Statement 2: No foods are mammals. Conclusion: No pets are mammals. Is the conclusion valid?,All pets are foods|No foods are mammals|No pets are mammals,valid
blood_relation,Karan is Suresh's father. Suresh is Divya's father. How is Karan related to Divya?,Karan|father|Suresh;Suresh|father|Divya,grandfather
direction_sense,"Nikhil walks 10km east, then 6km north, then 8km east. How far is Nikhil from the starting point?",10km east;6km north;8km east,18.97
coding_decoding,"If SUN is coded as XZS, how is JAM coded?",SUN->XZS;JAM->?,OFR
syllogism,Statement 1: All flowers are cats. Statement 2: No cats are foods. Conclusion: No flowers are foods. Is the conclusion valid?,All flowers are cats|No cats are foods|No flowers are foods,valid
blood_relation,Priya is Arjun's son. Arjun is Nikhil's son. How is Priya related to Nikhil?,Priya|son|Arjun;Arjun|son|Nikhil,grandson
direction_sense,"Pooja walks 4km east, then 9km south, then 4km west. How far is Pooja from the starting point?",4km east;9km south;4km west,9.0
coding_decoding,"If BAT is coded as GFY, how is COW coded?",BAT->GFY;COW->?,HTB
syllogism,Statement 1: Some cats are flowers. Statement 2: All flowers are fruits. Conclusion: Some cats are fruits. Is the conclusion valid?,Some cats are flowers|All flowers are fruits|Some cats are fruits,valid
blood_relation,Karan is Anjali's father. Anjali is Priya's mother. How is Karan related to Priya?,Karan|father|Anjali;Anjali|mother|Priya,grandfather
direction_sense,"Sneha walks 5km north, then 6km west. How far is Sneha from the starting point?",5km north;6km west,7.81
coding_decoding,"If DOG is coded as ITL, how is BOX coded?",DOG->ITL;BOX->?,GTC
syllogism,Statement 1: All cats are pets. Statement 2: All pets are plants. Conclusion: All cats are plants. Is the conclusion valid?,All cats are pets|All pets are plants|All cats are plants,valid
blood_relation,Priya is Sneha's son. Sneha is Nikhil's daughter. How is Priya related to Nikhil?,Priya|son|Sneha;Sneha|daughter|Nikhil,grandson
direction_sense,"Priya walks 5km east, then 3km north, then 9km south. How far is Priya from the starting point?",5km east;3km north;9km south,7.81
coding_decoding,"If SUN is coded as UWP, how is BAT coded?",SUN->UWP;BAT->?,DCV
syllogism,Statement 1: Some vehicles are animals. Statement 2: Some animals are mammals. Conclusion: Some vehicles are mammals. Is the conclusion valid?,Some vehicles are animals|Some animals are mammals|Some vehicles are mammals,invalid
blood_relation,Vikram is Sneha's daughter. Sneha is Rohit's daughter. How is Vikram related to Rohit?,Vikram|daughter|Sneha;Sneha|daughter|Rohit,granddaughter
direction_sense,"Manoj walks 3km north, then 3km east, then 6km east. How far is Manoj from the starting point?",3km north;3km east;6km east,9.49
coding_decoding,"If CUP is coded as EWR, how is KEY coded?",CUP->EWR;KEY->?,MGA
syllogism,Statement 1: All vehicles are dogs. Statement 2: No dogs are flowers. Conclusion: No vehicles are flowers. Is the conclusion valid?,All vehicles are dogs|No dogs are flowers|No vehicles are flowers,valid
blood_relation,Vikram is Karan's son. Karan is Arjun's daughter. How is Vikram related to Arjun?,Vikram|son|Karan;Karan|daughter|Arjun,grandson
